Number_of_People,Counters_Open,Avg_Service_Time,Time_of_Day,Queue_Type,Waiting_Time
44,8,9,2,Office,69.72
246,2,18,3,Hospital,2227.28
142,13,14,0,Office,174.17
184,5,8,1,Hospital,312.73
204,12,10,12,Bank,164.93
207,8,13,8,Office,353.38
65,10,15,11,Office,106.61
196,14,15,9,Office,219.34
9,5,16,9,Hospital,47.05
241,2,4,17,Bank,488.51
185,3,16,11,Office,1001.43
41,6,15,21,Hospital,121.92
60,11,9,15,Office,50.96
241,11,6,22,Hospital,162.1
201,5,5,5,Bank,204.12
77,11,15,23,Hospital,118.33
63,4,17,23,Hospital,285.45
244,4,7,20,Office,441.24
6,5,7,23,Hospital,38.61
192,2,4,9,Office,400.89
34,9,16,14,Hospital,84.41
271,2,4,8,Bank,553.92
112,10,12,23,Hospital,156.02
94,2,4,1,Office,205.17
209,10,11,17,Hospital,236.37
224,14,19,11,Hospital,322.25
98,9,2,2,Bank,39.91
107,14,17,6,Office,172.52
227,3,17,8,Bank,1287.9
190,10,11,7,Hospital,231.96
188,7,2,5,Bank,59.72
166,4,5,0,Hospital,241.83
251,13,4,13,Hospital,87.75
35,13,6,15,Bank,30.53
56,6,13,15,Bank,121.48
80,14,13,3,Hospital,92.06
282,4,14,5,Bank,996.76
44,10,13,14,Bank,74.69
105,7,17,21,Hospital,267.46
115,1,14,7,Office,1629.64
253,3,6,0,Bank,516.13
195,13,5,12,Bank,86.91
186,3,16,17,Office,1013.71
213,1,13,17,Bank,2770.02
26,6,12,12,Hospital,77.67
170,13,7,21,Bank,97.56
103,11,10,13,Hospital,121.31
212,14,2,10,Office,47.63
12,9,13,6,Office,30.87
194,8,15,17,Office,374.62
179,11,7,20,Bank,129.67
277,7,2,21,Office,102.97
21,10,3,3,Bank,12.57
94,8,12,16,Bank,143.07
145,6,4,18,Bank,111.53
149,9,11,13,Office,186.97
170,3,7,9,Office,402.53
82,10,7,5,Bank,59.96
266,10,3,17,Office,91.89
167,9,11,3,Bank,204.76
18,4,7,10,Office,32.93
243,7,18,12,Hospital,636.91
76,13,15,7,Office,107.19
147,9,6,9,Office,104.1
287,2,18,22,Office,2595.62
273,2,3,10,Bank,433.13
245,9,10,2,Bank,281.88
249,12,13,14,Hospital,292.15
167,13,8,7,Hospital,116.15
64,3,10,19,Hospital,248.48
10,9,17,17,Bank,25.1
201,13,12,20,Hospital,203.94
62,5,13,0,Hospital,190.42
221,6,16,23,Office,603.06
30,2,19,7,Hospital,305.34
9,8,17,2,Office,32.15
24,11,16,0,Bank,42.99
202,9,6,19,Bank,147.26
63,2,12,15,Office,396.87
246,6,16,8,Hospital,671.5
150,6,19,16,Bank,479.64
277,8,14,15,Office,495.49
253,10,5,22,Bank,126.69
18,12,18,5,Bank,25.87
17,5,5,22,Hospital,39.08
48,9,17,6,Bank,107.24
23,1,16,23,Office,389.1
67,9,15,15,Hospital,114.99
243,10,13,7,Office,329.18
104,7,4,9,Office,66.71
167,4,11,13,Office,475.26
126,3,9,10,Hospital,395.08
48,14,7,1,Bank,38.14
149,10,15,11,Office,238.37
54,11,18,19,Bank,85.09
69,14,17,19,Bank,87.02
292,6,16,12,Office,793.71
168,12,16,14,Bank,234.63
145,13,2,11,Hospital,32.47
132,1,13,12,Hospital,1725.24
243,3,11,7,Bank,901.39
191,2,15,15,Bank,1432.67
212,11,11,2,Hospital,220.32
224,13,11,12,Bank,196.42
194,9,12,11,Bank,265.25
288,3,17,18,Bank,1635.85
241,13,10,1,Bank,190.46
198,2,16,0,Office,1599.1
291,4,15,7,Bank,1096.21
263,14,10,8,Hospital,208.35
250,2,5,7,Office,637.34
140,1,8,20,Office,1136.17
284,6,9,16,Hospital,452.15
275,10,9,8,Bank,263.37
175,8,16,5,Office,374.02
163,10,17,14,Office,297.97
205,10,10,22,Bank,216.67
49,2,13,23,Bank,325.47
268,14,17,12,Hospital,342.71
75,9,5,20,Office,50.52
107,13,6,21,Bank,59.42
129,3,9,11,Bank,401.88
290,8,2,12,Hospital,87.42
234,12,7,6,Office,151.24
150,8,16,22,Bank,305.26
201,3,5,17,Hospital,356.47
225,3,12,13,Office,911.15
64,12,6,10,Office,41.82
102,6,19,13,Office,333.24
175,1,16,16,Office,2818.52
177,4,19,23,Hospital,860.07
155,1,14,20,Bank,2177.0
126,14,6,1,Office,70.83
112,3,2,18,Office,86.77
8,9,19,15,Bank,34.77
97,14,15,21,Office,112.11
10,14,6,9,Office,17.98
292,5,7,21,Bank,408.97
110,12,17,7,Bank,163.41
150,5,13,20,Office,393.24
275,11,19,4,Bank,490.22
100,4,3,6,Hospital,100.37
233,3,14,12,Hospital,1112.82
206,5,18,15,Office,756.8
216,14,18,4,Office,286.56
10,11,17,15,Bank,19.85
116,4,19,14,Bank,571.71
110,8,9,8,Office,148.8
143,4,4,21,Office,158.86
100,11,18,22,Hospital,180.03
218,12,19,11,Bank,364.75
295,8,7,7,Office,268.26
26,6,9,12,Office,55.6
197,14,14,4,Bank,216.46
154,12,9,13,Bank,119.65
251,11,7,15,Office,180.53
271,5,16,10,Office,885.84
255,4,11,19,Office,715.97
7,4,18,11,Bank,34.55
80,12,2,14,Office,23.26
91,4,8,23,Office,199.03
274,11,14,11,Office,353.76
229,13,4,8,Hospital,91.38
22,13,16,0,Hospital,50.86
117,9,6,2,Bank,94.9
255,4,12,11,Office,770.21
237,12,19,19,Office,399.46
283,9,4,12,Bank,147.65
206,13,7,22,Bank,123.79
87,10,4,5,Bank,37.53
129,6,6,9,Office,141.7
179,10,10,9,Hospital,198.67
73,13,14,15,Bank,90.51
51,7,7,0,Office,66.15
260,12,12,15,Bank,271.97
219,10,15,3,Office,342.86
34,3,7,5,Bank,91.19
285,8,7,18,Office,261.15
241,3,18,1,Bank,1453.63
252,1,12,17,Hospital,3039.97
29,13,16,9,Bank,59.11
78,13,10,3,Bank,80.25
210,10,18,0,Hospital,401.89
98,12,8,14,Bank,84.61
131,5,8,9,Hospital,235.19
29,2,2,17,Office,45.27
120,10,9,15,Hospital,117.46
52,14,6,12,Hospital,40.45
230,6,9,14,Office,357.65
270,13,18,1,Hospital,385.91
103,10,13,19,Hospital,143.5
15,9,16,3,Office,45.12
89,1,5,0,Bank,457.27
218,14,13,6,Bank,204.26
177,13,14,22,Hospital,205.39
213,4,15,10,Bank,816.88
68,1,6,9,Bank,411.86
262,1,17,0,Hospital,4475.2
125,8,8,10,Office,138.67
58,14,16,23,Bank,79.83
276,14,14,9,Hospital,290.01
245,13,17,13,Office,336.02
247,14,13,13,Bank,240.54
22,11,8,6,Office,32.61
191,2,17,22,Hospital,1644.05
148,1,14,10,Office,2089.41
266,11,4,21,Office,127.07
243,8,16,3,Hospital,523.93
80,4,4,23,Bank,85.53
192,3,8,1,Bank,505.77
250,13,19,6,Office,384.55
134,12,15,18,Office,183.8
287,4,19,13,Office,1385.68
83,14,15,18,Office,105.92
76,11,7,6,Bank,58.77
267,5,9,11,Hospital,508.5
195,1,8,2,Hospital,1588.88
67,14,19,14,Hospital,101.22
16,11,19,4,Office,36.92
145,1,16,7,Office,2334.26
258,3,3,13,Hospital,278.69
47,6,9,3,Bank,78.92
21,1,12,6,Hospital,275.04
67,14,19,6,Bank,107.9
257,11,14,17,Office,354.15
296,12,10,13,Hospital,270.72
12,2,10,7,Hospital,74.03
94,12,18,11,Office,154.97
212,14,8,9,Bank,130.62
296,7,10,13,Hospital,446.46
288,14,2,8,Hospital,63.86
122,14,3,5,Bank,50.5
179,1,5,4,Hospital,911.77
80,13,15,0,Hospital,115.0
105,14,5,0,Office,68.98
155,7,3,19,Bank,72.33
274,4,9,16,Hospital,637.52
75,10,19,10,Hospital,155.89
184,14,15,11,Office,212.72
128,6,11,2,Hospital,249.21
297,14,18,5,Office,404.18
289,8,9,10,Hospital,346.16
199,9,15,12,Office,340.12
232,6,9,10,Bank,363.88
279,12,6,7,Bank,150.76
110,11,17,9,Hospital,196.67
25,13,9,1,Hospital,29.27
68,14,11,23,Office,71.01
169,9,9,13,Office,189.41
31,4,10,15,Bank,84.54
289,6,19,16,Hospital,926.35
152,8,4,10,Office,90.71
285,9,18,1,Bank,588.6
168,3,16,23,Bank,913.88
228,2,18,22,Office,2064.0
276,6,9,4,Hospital,425.02
150,4,3,15,Bank,119.48
34,1,18,15,Office,623.72
49,8,19,1,Bank,129.5
279,9,6,15,Hospital,205.26
38,14,10,4,Office,36.87
145,9,10,7,Hospital,188.84
225,2,3,19,Hospital,358.48
26,9,3,13,Bank,21.71
184,7,4,9,Hospital,113.07
235,5,18,22,Bank,839.03
42,7,15,1,Office,94.94
74,13,15,2,Office,97.02
120,9,15,17,Bank,214.03
243,8,7,20,Bank,206.23
152,6,4,1,Bank,122.48
13,13,2,20,Hospital,23.19
292,4,17,8,Office,1265.52
54,13,5,1,Office,29.57
9,1,2,6,Hospital,41.53
130,6,18,6,Bank,400.6
79,3,19,13,Office,521.06
169,6,9,4,Hospital,271.86
282,6,3,7,Bank,154.31
294,14,19,22,Office,421.72
81,4,17,21,Bank,349.69
141,2,11,17,Hospital,797.2
110,9,9,5,Office,111.78
99,2,13,13,Bank,658.42
139,3,17,17,Bank,811.35
72,10,13,16,Bank,94.89
151,1,12,8,Hospital,1831.36
163,7,2,12,Bank,62.73
167,1,4,15,Office,683.22
193,11,13,20,Office,244.25
99,9,10,9,Bank,117.26
185,11,6,9,Hospital,117.91
292,11,2,3,Office,67.48
191,1,11,11,Office,2116.29
142,5,18,7,Office,517.93
134,7,5,14,Bank,105.25
198,3,16,20,Office,1081.98
277,9,9,22,Bank,284.07
148,8,16,18,Bank,297.34
20,13,8,14,Bank,21.25
249,3,16,7,Bank,1333.0
111,5,9,7,Bank,200.43
92,7,11,18,Office,160.55
133,12,19,8,Bank,215.61
8,14,5,23,Bank,8.48
99,4,16,16,Bank,407.07
213,5,12,7,Bank,510.47
229,3,4,11,Bank,303.14
51,9,16,14,Bank,105.36
185,10,4,3,Office,75.48
110,9,16,5,Bank,198.72
203,7,7,15,Bank,200.4
110,10,2,4,Office,33.6
284,2,15,22,Office,2148.0
264,7,17,12,Hospital,661.93
112,7,2,14,Office,63.74
23,11,18,16,Office,60.24
175,5,9,21,Bank,318.48
199,9,19,19,Hospital,431.73
16,13,17,21,Bank,49.87
199,12,7,4,Hospital,143.52
287,11,11,18,Bank,301.13
186,3,11,6,Office,697.52
148,4,6,2,Office,238.91
186,1,13,12,Hospital,2427.63
34,6,18,13,Bank,113.1
88,4,15,15,Bank,340.5
170,1,15,12,Office,2558.67
288,2,4,1,Office,587.23
285,3,13,13,Hospital,1265.61
100,9,19,19,Office,225.23
270,13,13,6,Hospital,304.5
229,8,3,4,Hospital,93.69
46,7,3,13,Hospital,36.06
250,13,18,8,Hospital,355.32
212,11,11,9,Office,218.53
241,12,19,6,Hospital,395.79
26,14,2,13,Office,20.92
189,4,5,13,Hospital,258.12
246,1,5,1,Office,1240.24
287,8,3,16,Hospital,112.03
45,4,13,19,Office,171.59
166,3,11,3,Bank,616.67
164,9,14,12,Hospital,267.3
93,10,16,17,Hospital,170.72
16,4,4,2,Bank,27.43
77,4,14,18,Bank,277.24
80,14,9,4,Hospital,72.47
205,9,8,0,Office,189.14
14,13,9,8,Hospital,35.01
230,12,19,23,Office,372.19
180,11,10,7,Bank,169.4
280,12,7,2,Office,182.87
43,14,5,1,Hospital,43.78
64,2,16,0,Bank,533.1
70,14,6,11,Bank,47.39
128,12,6,21,Hospital,81.73
168,5,8,12,Hospital,278.01
163,4,10,9,Bank,427.34
61,9,8,16,Office,78.82
82,12,10,10,Office,78.63
198,5,11,4,Office,457.05
289,9,5,8,Hospital,178.23
19,11,7,12,Bank,32.6
16,9,15,19,Office,38.06
105,14,10,22,Bank,98.85
160,2,2,10,Office,180.5
129,14,18,22,Bank,188.44
284,9,14,3,Hospital,458.53
114,3,8,20,Hospital,326.84
150,4,10,10,Hospital,388.22
220,1,12,8,Office,2660.91
166,14,4,6,Hospital,73.72
132,1,13,15,Hospital,1752.78
154,1,4,22,Hospital,639.37
40,9,16,22,Bank,86.18
177,11,11,4,Bank,183.7
26,8,2,5,Bank,20.29
210,5,15,18,Bank,637.34
131,5,7,0,Bank,194.21
221,9,3,15,Bank,84.89
100,3,9,17,Bank,307.53
168,3,2,23,Hospital,132.44
152,7,5,12,Hospital,125.94
22,9,5,0,Office,24.56
298,6,6,9,Hospital,325.54
199,14,10,6,Bank,153.37
155,2,14,4,Bank,1097.43
127,1,19,12,Office,2417.8
191,2,18,21,Hospital,1741.96
153,14,2,15,Hospital,45.57
108,14,16,23,Office,135.64
247,1,3,19,Bank,765.6
235,10,17,21,Bank,393.48
210,10,6,13,Bank,141.49
202,9,6,10,Bank,149.66
91,10,3,18,Office,46.09
146,12,8,22,Hospital,118.57
203,14,4,1,Bank,71.85
50,13,18,7,Hospital,95.31
292,8,4,12,Hospital,160.92
19,7,14,6,Bank,50.09
48,3,8,11,Bank,136.72
173,8,4,7,Bank,88.84
48,2,16,15,Hospital,409.02
102,2,19,17,Office,980.05
265,11,11,18,Bank,264.51
113,10,8,3,Hospital,106.63
287,3,10,11,Hospital,971.07
108,7,6,15,Bank,109.77
260,1,9,20,Office,2356.07
210,8,15,21,Bank,413.43
47,12,5,16,Bank,24.92
249,7,15,3,Office,554.69
291,4,13,19,Bank,975.63
277,14,3,23,Bank,71.85
87,5,14,23,Office,264.63
114,10,2,21,Hospital,47.65
194,13,8,23,Hospital,129.43
292,1,10,8,Hospital,2944.1
255,4,18,4,Hospital,1169.65
216,1,14,16,Hospital,3042.18
295,1,11,16,Bank,3248.81
137,10,17,1,Office,252.76
205,1,7,1,Hospital,1448.19
289,7,17,20,Office,731.79
99,7,12,22,Hospital,190.51
282,4,4,6,Bank,283.44
223,13,10,3,Hospital,187.94
93,12,16,12,Hospital,142.05
76,2,14,19,Office,563.89
251,12,11,10,Office,238.89
133,3,14,2,Bank,629.85
216,8,18,1,Office,497.24
100,13,8,15,Office,80.03
79,8,7,2,Office,80.47
58,11,14,23,Bank,75.84
58,11,18,14,Bank,103.54
222,6,16,16,Bank,599.9
20,10,5,15,Office,20.85
103,9,16,19,Office,194.34
24,11,15,6,Bank,51.02
50,12,12,15,Office,62.76
197,9,5,4,Office,116.51
62,4,4,1,Hospital,78.77
115,12,3,0,Bank,39.13
133,1,11,21,Bank,1463.65
198,1,14,12,Office,2798.38
12,12,19,15,Office,40.07
33,10,17,4,Hospital,86.11
116,5,12,2,Bank,291.14
165,14,11,14,Bank,124.99
135,13,10,15,Office,129.59
192,2,13,10,Bank,1251.96
167,6,2,18,Office,65.19
201,7,19,17,Hospital,566.67
208,1,15,20,Office,3144.65
216,6,2,8,Hospital,99.37
113,8,18,7,Office,275.59
280,12,12,21,Hospital,297.82
77,5,16,18,Hospital,264.11
171,14,5,21,Bank,73.49
264,12,16,4,Office,366.09
247,7,15,16,Bank,545.51
279,10,2,4,Bank,71.61
106,6,10,13,Office,195.81
177,4,8,6,Bank,346.32
175,7,12,8,Bank,310.9
145,10,3,16,Bank,52.74
192,9,3,2,Office,80.18
90,10,7,7,Bank,67.72
56,10,15,21,Bank,84.73
115,13,4,12,Bank,48.63
47,7,8,15,Office,66.22
215,12,8,20,Hospital,167.36
204,14,5,9,Hospital,88.16
244,5,6,17,Hospital,322.71
119,7,18,2,Hospital,333.01
30,3,5,11,Bank,62.08
81,2,14,15,Office,580.51
141,11,17,17,Bank,233.88
24,5,17,16,Office,99.35
215,4,3,6,Bank,172.92
244,5,19,18,Hospital,954.5
43,8,2,22,Hospital,40.74
272,12,19,22,Office,436.9
211,4,9,7,Bank,477.4
271,9,12,16,Hospital,375.87
158,7,16,20,Office,365.63
46,10,17,6,Bank,87.76
15,13,18,0,Office,39.97
298,12,18,7,Bank,456.85
102,7,13,18,Bank,195.69
279,13,11,19,Bank,253.96
234,13,7,19,Office,141.98
224,8,9,9,Office,269.4
69,12,14,11,Bank,98.58
236,6,3,23,Hospital,137.14
56,8,11,0,Bank,101.42
267,3,5,23,Office,456.87
271,10,13,20,Bank,376.29
158,10,19,3,Office,308.38
144,14,8,3,Bank,95.91
55,1,5,8,Bank,280.5
121,6,8,14,Hospital,189.17
50,1,11,23,Hospital,566.65
92,9,16,14,Office,180.59
212,14,13,6,Bank,202.3
273,2,2,11,Office,294.56
93,11,19,2,Bank,166.05
122,2,17,19,Bank,1058.78
58,7,6,8,Bank,52.74
120,2,5,13,Hospital,310.58
122,10,7,12,Office,107.06
264,8,18,23,Bank,599.86
79,6,8,11,Bank,115.28
11,14,8,0,Office,19.03
126,7,10,18,Office,185.81
15,7,14,15,Bank,39.46
219,6,15,11,Hospital,576.35
283,10,17,9,Hospital,508.12
32,11,10,1,Bank,40.71
239,9,16,17,Hospital,452.67
30,13,6,12,Office,21.43
58,9,19,23,Hospital,140.17
33,7,9,5,Office,60.2
168,9,16,11,Office,312.75
274,13,10,21,Office,224.04
39,10,7,3,Office,33.9
290,3,5,0,Hospital,488.76
277,3,12,10,Office,1128.73
212,1,11,22,Bank,2343.7
242,5,4,7,Office,214.91
97,4,2,1,Bank,55.44
177,2,13,1,Office,1160.51
83,9,16,15,Office,162.6
114,3,16,0,Hospital,633.98
221,8,15,3,Office,427.75
110,6,8,5,Office,167.28
51,14,18,20,Hospital,78.53
185,13,8,19,Hospital,132.72
68,5,4,13,Bank,63.91
250,1,4,19,Hospital,1028.58
248,4,19,14,Bank,1189.45
91,3,15,6,Office,482.22
221,1,4,6,Bank,884.57
11,12,8,17,Hospital,28.24
282,5,8,22,Office,467.46
214,6,6,1,Bank,228.34
173,2,4,19,Bank,350.31
142,14,19,14,Bank,214.51
234,3,16,0,Office,1263.09
165,11,15,20,Bank,227.39
5,14,5,16,Bank,11.67
240,6,9,19,Hospital,377.81
192,4,14,12,Bank,701.48
8,9,9,11,Office,30.35
136,5,16,23,Hospital,455.55
222,4,18,21,Office,1013.22
264,2,6,14,Hospital,818.66
5,6,5,23,Hospital,31.16
75,10,12,4,Bank,79.62
182,2,19,6,Office,1748.5
193,12,11,7,Bank,187.11
295,13,18,22,Hospital,419.28
12,7,16,13,Bank,43.59
257,3,7,3,Hospital,635.39
296,9,17,20,Hospital,583.01
248,11,16,13,Office,383.43
127,5,9,9,Office,256.23
287,8,10,21,Office,367.94
36,11,12,15,Office,41.27
150,6,3,10,Bank,89.6
160,14,14,21,Office,173.27
20,12,5,13,Office,13.71
51,10,10,13,Office,65.45
255,8,6,1,Hospital,216.34
191,13,4,21,Hospital,77.73
35,13,4,12,Office,20.26
264,11,7,2,Hospital,186.44
21,12,11,17,Hospital,39.11
43,3,6,21,Bank,82.49
43,3,4,3,Hospital,76.33
136,5,8,20,Bank,218.19
34,11,19,20,Hospital,83.34
162,10,9,18,Office,149.87
282,3,2,15,Hospital,215.09
207,8,5,3,Hospital,146.51
70,10,8,18,Bank,62.2
112,13,15,22,Office,146.29
272,12,14,14,Bank,321.27
226,14,11,0,Office,194.52
296,8,19,15,Office,712.88
22,2,2,14,Bank,28.1
94,12,5,15,Hospital,62.0
185,4,17,21,Office,793.28
259,10,17,19,Hospital,451.45
257,13,19,0,Bank,387.35
261,1,9,16,Bank,2358.81
91,4,11,4,Bank,261.43
94,12,17,4,Bank,145.46
241,13,12,6,Office,237.86
74,13,7,12,Bank,54.1
48,11,2,11,Hospital,29.41
204,13,13,3,Hospital,209.95
156,4,7,3,Office,275.76
90,10,14,22,Bank,149.5
23,9,18,20,Office,61.0
105,3,2,20,Office,91.65
99,2,9,5,Office,458.08
258,9,9,23,Bank,267.59
34,9,12,14,Hospital,62.16
253,1,15,20,Hospital,3832.26
37,6,11,18,Office,84.61
233,10,16,5,Office,384.06
16,8,8,11,Hospital,24.44
122,3,8,13,Hospital,359.15
159,11,11,17,Bank,167.86
250,9,5,11,Office,159.1
251,2,19,23,Bank,2400.49
33,6,11,23,Hospital,77.26
165,1,15,14,Hospital,2499.71
239,13,14,18,Hospital,273.16
194,7,16,7,Hospital,456.5
121,3,17,8,Bank,703.82
275,7,3,4,Hospital,136.75
262,4,5,4,Office,346.13
184,9,19,5,Hospital,411.32
176,5,18,22,Office,653.07
278,3,11,2,Hospital,1028.44
263,8,10,4,Bank,334.65
139,6,16,0,Office,383.4
175,2,13,10,Bank,1141.68
214,3,10,20,Hospital,736.34
240,8,15,19,Bank,468.31
190,10,14,0,Hospital,295.42
99,7,7,6,Bank,106.63
15,10,5,14,Bank,19.54
72,6,18,16,Office,234.12
214,14,4,7,Hospital,85.49
200,1,15,1,Bank,3003.85
102,9,18,12,Hospital,236.74
97,3,14,11,Office,474.15
26,14,10,4,Bank,35.24
176,5,2,12,Hospital,98.82
138,7,18,5,Bank,368.6
29,7,17,14,Bank,73.24
189,3,19,22,Bank,1206.03
89,4,3,21,Bank,65.19
59,10,15,20,Office,106.41
255,7,18,21,Office,669.53
148,8,4,10,Hospital,93.72
171,2,3,3,Hospital,284.93
228,9,9,0,Bank,234.8
224,7,3,14,Bank,104.24
183,13,3,11,Bank,52.38
123,8,10,8,Office,155.87
269,6,7,10,Bank,321.97
154,6,13,4,Hospital,336.27
219,9,10,23,Bank,249.23
201,4,8,6,Office,422.99
46,11,13,7,Bank,67.49
57,11,6,0,Office,41.93
255,5,17,0,Office,882.29
299,9,6,2,Office,206.81
275,1,13,7,Office,3589.98
127,4,10,10,Hospital,358.01
270,7,8,0,Office,336.49
33,11,12,13,Hospital,56.37
39,9,13,0,Hospital,77.45
10,14,4,5,Bank,6.0
115,13,18,20,Bank,163.62
298,11,8,5,Office,234.26
81,12,11,2,Bank,80.58
151,13,16,9,Office,207.18
71,10,3,11,Bank,42.29
